Date,Open,High,Low,Close,Volume,Adj Close
2006-08-16,67.1,68.07,66.33,67.98,27903000,67.98
2006-08-17,68,68.66,67.18,67.59,20755300,67.59
2006-08-18,67.71,68.4,67.26,67.91,19155500,67.91
2006-08-21,67.3,67.31,66.15,66.56,18793800,66.56
2006-08-22,66.68,68.32,66.5,67.62,20606000,67.62
2006-08-23,68,68.65,66.94,67.31,19152100,67.31
2006-08-24,67.89,68.19,66.27,67.81,23399700,67.81
2006-08-25,67.34,69.05,67.31,68.75,19427100,68.75
2006-08-28,68.5,68.61,66.68,66.98,26362900,66.98
2006-08-29,66.99,67.26,65.12,66.48,33833300,66.48
2006-08-30,67.34,67.82,66.68,66.96,24290800,66.96
2006-08-31,67.28,68.3,66.66,67.85,20524900,67.85
2006-09-01,68.48,68.65,67.82,68.38,14589100,68.38
2006-09-05,68.97,71.5,68.55,71.48,36159200,71.48
2006-09-06,71.08,71.69,69.7,70.03,34789400,70.03
2006-09-07,70.6,73.48,70.25,72.8,45284200,72.8
2006-09-08,73.37,73.57,71.91,72.52,31997200,72.52
2006-09-11,72.43,73.73,71.42,72.5,33897300,72.5
2006-09-12,72.81,73.45,71.45,72.63,60167400,72.63
2006-09-13,72.85,74.32,72.3,74.2,40933500,74.2
2006-09-14,73.72,74.67,73.46,74.17,28633200,74.17
2006-09-15,74.6,74.98,73.29,74.1,35066200,74.1
2006-09-18,73.8,74.86,73.3,73.89,25188500,73.89
2006-09-19,74.1,74.36,72.8,73.77,25358900,73.77
2006-09-20,74.38,75.68,74.22,75.26,29385400,75.26
2006-09-21,75.25,76.06,74.02,74.65,28361600,74.65
2006-09-22,74.3,74.34,72.58,73,23754000,73
2006-09-25,73.81,75.86,73.72,75.75,30678300,75.75
2006-09-26,76.18,77.78,76.1,77.61,39391000,77.61
2006-09-27,77.17,77.47,75.82,76.41,28941900,76.41
2006-09-28,77.02,77.48,75.95,77.01,25843200,77.01
2006-09-29,77.11,77.52,76.68,76.98,14493300,76.98
2006-10-02,75.1,75.87,74.3,74.86,25451400,74.86
2006-10-03,74.45,74.95,73.19,74.08,28239600,74.08
2006-10-04,74.1,75.46,73.16,75.38,29610100,75.38
2006-10-05,74.53,76.16,74.13,74.83,24424400,74.83
2006-10-06,74.42,75.04,73.81,74.22,16677100,74.22
2006-10-09,73.8,75.08,73.53,74.63,15650800,74.63
2006-10-10,74.54,74.58,73.08,73.81,18985300,73.81
2006-10-11,73.42,73.98,72.6,73.23,20423400,73.23
2006-10-12,73.61,75.39,73.6,75.26,21173400,75.26
2006-10-13,75.63,76.88,74.74,75.02,24435600,75.02
2006-10-16,75.19,75.88,74.79,75.4,18167600,75.4
2006-10-17,75.04,75.27,74.04,74.29,17175900,74.29
2006-10-18,74.75,75.37,73.91,74.53,40496700,74.53
2006-10-19,79.26,79.95,78.16,78.99,54034900,78.99
2006-10-20,78.97,79.99,78.67,79.95,22836200,79.95
2006-10-23,79.99,81.9,79.75,81.46,29732400,81.46
2006-10-24,81.21,81.68,80.2,81.05,16543300,81.05
2006-10-25,81.35,82,81.01,81.68,17329100,81.68
2006-10-26,81.9,82.6,81.13,82.19,15455600,82.19
2006-10-27,81.75,82.45,80.01,80.41,21248800,80.41
2006-10-30,79.99,80.9,79.5,80.42,17854200,80.42
2006-10-31,81.45,81.68,80.23,81.08,17909800,81.08
2006-11-01,81.1,81.38,78.36,79.16,21828300,79.16
2006-11-02,78.92,79.32,78.5,78.98,16624400,78.98
2006-11-03,79.36,79.53,77.79,78.29,15424600,78.29
2006-11-06,78.95,80.06,78.43,79.71,15520600,79.71
2006-11-07,80.45,81,80.13,80.51,18783300,80.51
2006-11-08,80.02,82.69,79.89,82.45,24675600,82.45
2006-11-09,82.9,84.69,82.12,83.34,32966200,83.34
2006-11-10,83.55,83.6,82.5,83.12,13352300,83.12
2006-11-13,83.22,84.45,82.64,84.35,16095500,84.35
2006-11-14,84.8,85,83.9,85,21034100,85
2006-11-15,85.05,85.9,84,84.05,23404400,84.05
2006-11-16,84.87,86.3,84.62,85.61,24783600,85.61
2006-11-17,85.14,85.94,85,85.85,16658000,85.85
2006-11-20,85.4,87,85.2,86.47,20385500,86.47
2006-11-21,87.42,88.6,87.11,88.6,22238100,88.6
2006-11-22,88.99,90.75,87.85,90.31,23997900,90.31
2006-11-24,89.53,93.08,89.5,91.63,18524200,91.63
2006-11-27,92.51,93.16,89.5,89.54,38387000,89.54
2006-11-28,90.36,91.97,89.91,91.81,37006200,91.81
2006-11-29,93,93.15,90.25,91.8,41324400,91.8
2006-11-30,92.21,92.68,91.06,91.66,31088800,91.66
2006-12-01,91.8,92.33,90.1,91.32,28395700,91.32
2006-12-04,91.88,92.05,90.5,91.12,25340600,91.12
2006-12-05,91.65,92.33,90.87,91.27,23672800,91.27
2006-12-06,90.64,91.39,89.67,89.83,22792300,89.83
2006-12-07,90.03,90.5,86.9,87.04,35886700,87.04
2006-12-08,87.23,89.39,87,88.26,28009900,88.26
2006-12-11,88.9,89.3,88.05,88.75,17849300,88.75
2006-12-12,88.61,88.84,85.53,86.14,36665000,86.14
2006-12-13,87.95,89.07,87.15,89.05,30609000,89.05
2006-12-14,89.05,90,88.26,88.55,29726100,88.55
2006-12-15,89.02,89.22,87.33,87.72,26426400,87.72
2006-12-18,87.63,88,84.59,85.47,25770600,85.47
2006-12-19,84.73,86.68,83.62,86.31,32550200,86.31
2006-12-20,86.47,86.67,84.74,84.76,20274700,84.76
2006-12-21,84.7,85.48,82.2,82.9,32271400,82.9
2006-12-22,83.46,84.04,81.6,82.2,21903700,82.2
2006-12-26,82.15,82.57,80.89,81.51,17524600,81.51
2006-12-27,78.15,82,76.77,81.52,69134100,81.52
2006-12-28,80.22,81.25,79.65,80.87,39995600,80.87
2006-12-29,83.95,85.4,83.36,84.84,38443900,84.84
2007-01-03,86.29,86.58,81.9,83.8,44225700,83.8
2007-01-04,84.05,85.95,83.82,85.66,30259300,85.66
2007-01-05,85.77,86.2,84.4,85.05,29812200,85.05
2007-01-08,85.96,86.53,85.28,85.47,28468100,85.47
2007-01-09,86.45,92.98,85.15,92.57,119617800,92.57
2007-01-10,94.75,97.8,93.45,97,105460000,97
2007-01-11,95.94,96.78,95.1,95.8,51437600,95.8
2007-01-12,94.59,95.06,93.23,94.62,46881800,94.62
2007-01-16,95.68,97.25,95.45,97.1,44431300,97.1
2007-01-17,97.56,97.6,94.82,94.95,58795000,94.95
2007-01-18,92.1,92.11,89.05,89.07,84450200,89.07
2007-01-19,88.63,89.65,88.12,88.5,48731200,88.5
2007-01-22,89.14,89.16,85.65,86.79,51929500,86.79
2007-01-23,85.73,87.51,85.51,85.7,43122300,85.7
2007-01-24,86.68,87.15,86.08,86.7,33136200,86.7
2007-01-25,87.11,88.5,86.03,86.25,32356200,86.25
2007-01-26,87.11,87.37,84.99,85.38,35245500,85.38
2007-01-29,86.3,86.65,85.53,85.94,32202300,85.94
2007-01-30,86.43,86.49,85.25,85.55,20641800,85.55
2007-01-31,84.86,86,84.35,85.73,30573900,85.73
2007-02-01,86.23,86.27,84.74,84.74,23726500,84.74
2007-02-02,84.12,85.25,83.7,84.75,22197500,84.75
2007-02-05,84.3,85.23,83.94,83.94,20673300,83.94
2007-02-06,84.45,84.47,82.86,84.15,30871200,84.15
2007-02-07,84.48,86.38,83.55,86.15,38100900,86.15
2007-02-08,85.43,86.51,85.41,86.18,24251100,86.18
2007-02-09,85.88,86.2,83.21,83.27,30733600,83.27
2007-02-12,84.43,85.18,83.63,84.88,25859700,84.88
2007-02-13,85.16,85.29,84.3,84.7,20749500,84.7
2007-02-14,84.63,85.64,84.57,85.3,18142200,85.3
2007-02-15,85.44,85.62,84.78,85.21,12987900,85.21
2007-02-16,85.25,85.41,84.66,84.83,14281000,84.83
2007-02-20,84.65,86.16,84.16,85.9,22060800,85.9
2007-02-21,85.98,89.49,85.96,89.2,41261200,89.2
2007-02-22,90.8,90.81,88.53,89.51,29936600,89.51
2007-02-23,89.16,90.34,88.85,89.07,18496200,89.07
2007-02-26,89.84,90,87.61,88.51,21994600,88.51
2007-02-27,86.3,87.08,83.41,83.93,40921900,83.93
2007-02-28,83,85.6,83,84.61,32838400,84.61
2007-03-01,84.03,88.31,83.75,87.06,50554600,87.06
2007-03-02,86.77,87.54,85.21,85.41,30714300,85.41
2007-03-05,85.89,88.65,85.76,86.32,29960700,86.32
2007-03-06,87.8,88.31,87.4,88.19,25828100,88.19
2007-03-07,88.05,88.97,87.45,87.72,22367300,87.72
2007-03-08,88.59,88.72,87.46,88,18250400,88
2007-03-09,88.8,88.85,87.4,87.97,16137000,87.97
2007-03-12,88.07,89.99,87.99,89.87,26050300,89.87
2007-03-13,89.41,90.6,88.4,88.4,30996100,88.4
2007-03-14,88.6,90,87.92,90,28449500,90
2007-03-15,89.96,90.36,89.31,89.57,19982100,89.57
2007-03-16,89.54,89.99,89.32,89.59,20418000,89.59
2007-03-19,90.24,91.55,89.59,91.13,25462900,91.13
2007-03-20,91.35,91.84,91.06,91.48,17461300,91.48
2007-03-21,91.99,94,91.65,93.87,24532000,93.87
2007-03-22,93.73,94.36,93,93.96,20053300,93.96
2007-03-23,93.35,94.07,93.3,93.52,16103000,93.52
2007-03-26,93.99,95.9,93.3,95.85,30892400,95.85
2007-03-27,95.71,96.83,95,95.46,33287600,95.46
2007-03-28,94.88,95.4,93.15,93.24,33654900,93.24
2007-03-29,94.19,94.19,92.23,93.75,25918700,93.75
2007-03-30,94.28,94.68,92.75,92.91,21448500,92.91
2007-04-02,94.14,94.25,93.02,93.65,17928300,93.65
2007-04-03,94.14,95.23,93.76,94.5,20854800,94.5
2007-04-04,94.94,95.14,94.13,94.27,17028000,94.27
2007-04-05,94.12,94.68,93.52,94.68,12697000,94.68
2007-04-09,95.21,95.3,93.04,93.65,14762200,93.65
2007-04-10,93.67,94.26,93.41,94.25,12588100,94.25
2007-04-11,93.9,93.95,92.33,92.59,19607800,92.59
2007-04-12,92.04,92.31,90.72,92.19,23452700,92.19
2007-04-13,90.9,91.4,90.06,90.24,25712200,90.24
2007-04-16,90.57,91.5,90.25,91.43,21751200,91.43
2007-04-17,92,92.3,89.7,90.35,26854300,90.35
2007-04-18,90.16,90.85,89.6,90.4,16573000,90.4
2007-04-19,90.19,91.25,89.83,90.27,15211200,90.27
2007-04-20,90.89,91.18,90.55,90.97,18670700,90.97
2007-04-23,91.59,93.8,91.42,93.51,27867500,93.51
2007-04-24,93.96,96.39,91.3,93.24,37687600,93.24
2007-04-25,94.23,95.4,93.8,95.35,42398000,95.35
2007-04-26,101.58,102.5,98.3,98.84,62063500,98.84
2007-04-27,98.18,99.95,97.69,99.92,24978700,99.92
2007-04-30,100.09,101,99.67,99.8,22018200,99.8
2007-05-01,99.59,100.35,98.55,99.47,19018700,99.47
2007-05-02,99.65,100.54,99.47,100.39,18040900,100.39
2007-05-03,100.73,101.45,100.01,100.4,20574200,100.4
2007-05-04,100.8,101.6,100.5,100.81,13642400,100.81
2007-05-07,101.08,104.35,101.01,103.92,30769900,103.92
2007-05-08,103.47,105.15,103.42,105.06,27999900,105.06
2007-05-09,104.91,106.96,104.89,106.88,25634200,106.88
2007-05-10,106.63,108.84,105.92,107.34,42759200,107.34
2007-05-11,107.74,109.13,106.78,108.74,23346300,108.74
2007-05-14,109.62,110,108.25,109.36,23283800,109.36
2007-05-15,109.57,110.2,106.48,107.52,34089800,107.52
2007-05-16,108.53,108.83,103.42,107.34,40241700,107.34
2007-05-17,107.15,109.87,107.15,109.44,26260400,109.44
2007-05-18,110.23,110.64,109.77,110.02,22190900,110.02
2007-05-21,110.31,112.45,110.05,111.98,22853300,111.98
2007-05-22,112.49,113.75,112.01,113.54,20443200,113.54
2007-05-23,114.02,115,112.59,112.89,32549100,112.89
2007-05-24,112.81,114.46,110.37,110.69,31691500,110.69
2007-05-25,112,113.78,111.5,113.62,22605700,113.62
2007-05-29,114.45,114.86,112.69,114.35,23060500,114.35
2007-05-30,114.3,118.88,113.53,118.77,52801600,118.77
2007-05-31,120.07,122.17,119.54,121.19,46323800,121.19
2007-06-01,121.1,121.19,118.29,118.4,31616500,118.4
2007-06-04,118.63,121.73,117.9,121.33,31666900,121.33
2007-06-05,121.41,122.69,120.5,122.67,32885200,122.67
2007-06-06,122.3,124.05,121.95,123.64,39722900,123.64
2007-06-07,124.99,127.61,123.19,124.07,68395700,124.07
2007-06-08,125.82,125.83,122.29,124.49,44345800,124.49
2007-06-11,126,126.15,119.54,120.19,66937800,120.19
2007-06-12,119.35,121.71,118.31,120.38,50948800,120.38
2007-06-13,121.15,121.19,115.4,117.5,61476900,117.5
2007-06-14,117.2,119.45,116.42,118.75,34759500,118.75
2007-06-15,120.62,120.67,119.86,120.5,28972100,120.5
2007-06-18,123.28,125.18,122.54,125.09,32521600,125.09
2007-06-19,124.69,125.01,122.91,123.66,33679500,123.66
2007-06-20,123.87,124.66,121.5,121.55,32054000,121.55
2007-06-21,121.7,124.29,120.72,123.9,30965900,123.9
2007-06-22,123.85,124.45,122.38,123,22567000,123
2007-06-25,124.19,125.09,121.06,122.34,34478700,122.34
2007-06-26,123.98,124,118.72,119.65,48035900,119.65
2007-06-27,120.61,122.04,119.26,121.89,34810600,121.89
2007-06-28,122.36,122.49,120,120.56,29933700,120.56
2007-06-29,121.97,124,121.09,122.04,40637200,122.04
2007-07-02,121.05,122.09,119.3,121.26,35530800,121.26
2007-07-03,122,127.4,121.5,127.17,41517200,127.17
2007-07-05,128.8,132.97,128.69,132.75,51894700,132.75
2007-07-06,133.13,133.34,130.4,132.3,31239100,132.3
2007-07-09,132.38,132.9,129.18,130.33,35565000,130.33
2007-07-10,128.88,134.5,128.81,132.35,44821700,132.35
2007-07-11,132.07,133.7,131.31,132.39,29349000,132.39
2007-07-12,133.85,134.24,132.39,134.07,25164600,134.07
2007-07-13,135.03,137.85,134.52,137.73,32414500,137.73
2007-07-16,138.39,139.98,137.5,138.1,33432600,138.1
2007-07-17,138.3,139.6,137.5,138.91,25355700,138.91
2007-07-18,138.19,138.44,136.04,138.12,27030600,138.12
2007-07-19,140.3,140.81,139.65,140,26174700,140
2007-07-20,141.65,144.18,140,143.75,41706200,143.75
2007-07-23,143.31,145.22,140.93,143.7,37017500,143.7
2007-07-24,138.88,141,134.15,134.89,64117600,134.89
2007-07-25,137.35,138.36,135,137.26,53435100,137.26
2007-07-26,145.91,148.5,136.96,146,78093900,146
2007-07-27,146.19,148.92,143.78,143.85,41467800,143.85
2007-07-30,144.33,145.45,139.57,141.43,39535300,141.43
2007-07-31,142.97,143.48,131.52,131.76,62942600,131.76
2007-08-01,133.64,135.38,127.77,135,62505600,135
2007-08-02,136.65,136.96,134.15,136.49,30451600,136.49
2007-08-03,135.26,135.95,131.5,131.85,24256700,131.85
2007-08-06,132.9,135.27,128.3,135.25,33041800,135.25
2007-08-07,134.94,137.24,132.63,135.03,33926300,135.03
2007-08-08,136.76,136.86,132,134.01,28860600,134.01
2007-08-09,131.11,133,125.09,126.39,40192700,126.39
2007-08-10,123.12,127.75,120.3,125,50383900,125
2007-08-13,128.32,129.35,126.5,127.79,26889700,127.79
2007-08-14,128.29,128.3,123.71,124.03,26393100,124.03
2007-08-15,122.74,124.86,119.65,119.9,35459000,119.9
2007-08-16,117.01,118.5,111.62,117.05,66667500,117.05
2007-08-17,122.01,123.5,119.82,122.06,42680800,122.06
2007-08-20,123.96,124.5,120.5,122.22,28689900,122.22
2007-08-21,122.21,128.96,121,127.57,46537400,127.57
2007-08-22,131.22,132.75,130.33,132.51,37920200,132.51
2007-08-23,133.09,133.34,129.76,131.07,30958500,131.07
2007-08-24,130.53,135.37,129.81,135.3,32565500,135.3
2007-08-27,133.39,134.66,132.1,132.25,25265700,132.25
2007-08-28,130.99,132.41,126.63,126.82,42120200,126.82
2007-08-29,129.88,134.18,129.54,134.08,41673600,134.08
2007-08-30,132.67,138.25,132.3,136.25,51270800,136.25
2007-08-31,139.49,139.65,137.41,138.48,31317400,138.48
2007-09-04,139.94,145.73,139.84,144.16,47030100,144.16
2007-09-05,144.97,145.84,136.1,136.76,83150800,136.76
2007-09-06,135.56,137.57,132.71,135.01,67902200,135.01
2007-09-07,132.01,132.3,130,131.77,51092000,131.77
2007-09-10,136.99,138.04,133.95,136.71,53137100,136.71
2007-09-11,137.9,138.3,133.75,135.49,34710200,135.49
2007-09-12,135.99,139.4,135.75,136.85,36527500,136.85
2007-09-13,138.83,139,136.65,137.2,23434400,137.2
2007-09-14,136.57,138.98,136.2,138.81,21690000,138.81
2007-09-17,138.99,140.59,137.6,138.41,28334700,138.41
2007-09-18,139.06,142.85,137.83,140.92,38003200,140.92
2007-09-19,143.02,143.16,139.4,140.77,36674300,140.77
2007-09-20,140.15,141.79,139.32,140.31,24708600,140.31
2007-09-21,141.14,144.65,140.31,144.15,40674300,144.15
2007-09-24,146.73,149.85,146.65,148.28,37577200,148.28
2007-09-25,146.84,153.22,146.82,153.18,42591100,153.18
2007-09-26,154.47,155,151.25,152.77,34831000,152.77
2007-09-27,153.77,154.52,152.32,154.5,23507100,154.5
2007-09-28,153.44,154.6,152.75,153.47,21967900,153.47
2007-10-01,154.63,157.41,152.93,156.34,29895300,156.34
2007-10-02,156.55,158.59,155.89,158.45,28288200,158.45
2007-10-03,157.78,159.18,157.01,157.92,24732800,157.92
2007-10-04,158,158.08,153.5,156.24,23462800,156.24
2007-10-05,158.37,161.58,157.7,161.45,33695400,161.45
2007-10-08,163.49,167.91,162.97,167.91,29854600,167.91
2007-10-09,170.2,171.11,166.68,167.86,39438800,167.86
2007-10-10,167.55,167.88,165.6,166.79,23842500,166.79
2007-10-11,169.49,171.88,153.21,162.23,58714000,162.23
2007-10-12,163.01,167.28,161.8,167.25,35292000,167.25
2007-10-15,167.98,169.57,163.5,166.98,38497500,166.98
2007-10-16,165.54,170.18,165.15,169.58,38136800,169.58
2007-10-17,172.69,173.04,169.18,172.75,40271900,172.75
2007-10-18,171.5,174.19,171.05,173.5,29417000,173.5
2007-10-19,174.24,174.63,170,170.42,46135000,170.42
2007-10-22,170.35,174.9,169.96,174.36,58910700,174.36
2007-10-23,188.56,188.6,182.76,186.16,64113000,186.16
2007-10-24,185.81,187.21,179.24,185.93,46017200,185.93
2007-10-25,184.87,185.9,181.66,182.78,34771500,182.78
2007-10-26,185.29,185.37,182.88,184.7,25219800,184.7
2007-10-29,185.45,186.59,184.7,185.09,19305500,185.09
2007-10-30,186.18,189.37,184.73,187,33550500,187
2007-10-31,187.63,190.12,184.95,189.95,29761100,189.95
2007-11-01,188.6,190.1,180,187.44,28751300,187.44
2007-11-02,189.21,189.44,183.49,187.87,35789800,187.87
2007-11-05,185.29,188.96,184.24,186.18,28720600,186.18
2007-11-06,187.05,192,185.27,191.79,34097400,191.79
2007-11-07,190.61,192.68,186.13,186.3,35473400,186.3
2007-11-08,186.67,186.9,167.77,175.47,67458500,175.47
2007-11-09,171.15,175.12,165.21,165.37,54458700,165.37
2007-11-12,165.28,167.7,150.63,153.76,63057700,153.76
2007-11-13,160.85,170.98,153.76,169.96,62034100,169.96
2007-11-14,177.16,177.57,163.74,166.11,51695400,166.11
2007-11-15,166.39,169.59,160.3,164.3,53095600,164.3
2007-11-16,165.3,167.02,159.33,166.39,49391300,166.39
2007-11-19,166.1,168.2,162.1,163.95,41196800,163.95
2007-11-20,165.67,171.79,163.53,168.85,55130100,168.85
2007-11-21,165.84,172.35,164.67,168.46,43493200,168.46
2007-11-23,172,172.05,169.75,171.54,16634200,171.54
2007-11-26,173.59,177.27,172.35,172.54,46634100,172.54
2007-11-27,175.22,175.79,170.01,174.81,47036800,174.81
2007-11-28,176.82,180.6,175.35,180.22,41104000,180.22
2007-11-29,179.43,185.17,179.15,184.29,37533100,184.29
2007-11-30,187.34,187.7,179.7,182.22,42421500,182.22
2007-12-03,181.86,184.14,177.7,178.86,34338200,178.86
2007-12-04,177.15,180.9,176.99,179.81,27635700,179.81
2007-12-05,182.89,186,182.41,185.5,31871500,185.5
2007-12-06,186.19,190.1,186.12,189.95,32136100,189.95
2007-12-07,190.54,194.99,188.04,194.3,38073800,194.3
2007-12-10,193.59,195.66,192.69,194.21,25799200,194.21
2007-12-11,194.75,196.83,187.39,188.54,39675900,188.54
2007-12-12,193.44,194.48,185.76,190.86,43773600,190.86
2007-12-13,190.19,192.12,187.82,191.83,30879200,191.83
2007-12-14,190.37,193.2,189.54,190.39,24082600,190.39
2007-12-17,190.72,192.65,182.98,184.4,36596200,184.4
2007-12-18,186.52,187.33,178.6,182.98,43664400,182.98
2007-12-19,182.98,184.64,180.9,183.12,29552800,183.12
2007-12-20,185.43,187.83,183.33,187.21,27644900,187.21
2007-12-21,190.12,193.91,189.89,193.91,35498600,193.91
2007-12-24,195.03,199.33,194.79,198.8,17150100,198.8
2007-12-26,199.01,200.96,196.82,198.95,25133300,198.95
2007-12-27,198.95,202.96,197.8,198.57,28411700,198.57
2007-12-28,200.59,201.56,196.88,199.83,24987400,199.83
2007-12-31,199.5,200.5,197.75,198.08,19261900,198.08
2008-01-02,199.27,200.26,192.55,194.84,38542100,194.84
2008-01-03,195.41,197.39,192.69,194.93,30073800,194.93
2008-01-04,191.45,193,178.89,180.05,51994000,180.05
2008-01-07,181.25,183.6,170.23,177.64,74006900,177.64
2008-01-08,180.14,182.46,170.8,171.25,54422000,171.25
2008-01-09,171.3,179.5,168.3,179.4,64781500,179.4
2008-01-10,177.58,181,175.41,178.02,52963400,178.02
2008-01-11,176,177.85,170,172.69,44010200,172.69
2008-01-14,177.52,179.42,175.17,178.78,39301800,178.78
2008-01-15,177.72,179.22,164.66,169.04,83688500,169.04
2008-01-16,165.23,169.01,156.7,159.64,79065900,159.64
2008-01-17,161.51,165.36,158.42,160.89,62780700,160.89
2008-01-18,161.71,165.75,159.61,161.36,61583700,161.36
2008-01-22,148.06,159.98,146,155.64,86955500,155.64
2008-01-23,136.19,140,126.14,139.07,120463200,139.07
2008-01-24,139.99,140.7,132.01,135.6,71638100,135.6
2008-01-25,138.99,139.09,129.61,130.01,55526400,130.01
2008-01-28,128.16,133.2,126.45,130.01,52673000,130.01
2008-01-29,131.15,132.79,129.05,131.54,39285100,131.54
2008-01-30,131.37,135.45,130,132.18,44394700,132.18
2008-01-31,129.45,136.65,129.4,135.36,48059800,135.36
2008-02-01,136.24,136.59,132.18,133.75,36098000,133.75
2008-02-04,134.21,135.9,131.42,131.65,32115500,131.65
2008-02-05,130.43,134,128.9,129.36,40751500,129.36
2008-02-06,130.83,131.92,121.77,122,56188300,122
2008-02-07,119.97,124.78,117.27,121.24,74404700,121.24
2008-02-08,122.08,125.7,121.6,125.48,48427600,125.48
2008-02-11,128.01,129.98,127.2,129.45,42908300,129.45
2008-02-12,130.7,131,123.62,124.86,43785000,124.86
2008-02-13,126.68,129.78,125.63,129.4,34590500,129.4
2008-02-14,129.4,130.8,127.01,127.46,34074900,127.46
2008-02-15,126.27,127.08,124.06,124.63,32189300,124.63
2008-02-19,125.99,126.75,121.44,122.18,35894500,122.18
2008-02-20,122.2,124.6,121.68,123.82,34551400,123.82
2008-02-21,126.05,126.47,120.86,121.54,33504100,121.54
2008-02-22,122.48,122.51,115.87,119.46,54638500,119.46
2008-02-25,118.59,120.17,116.66,119.74,44884800,119.74
2008-02-26,117.64,121.09,115.44,119.15,53746000,119.15
2008-02-27,118.23,123.05,118.09,122.96,52683500,122.96
2008-02-28,127.2,132.2,125.77,129.91,57794800,129.91
2008-02-29,129.29,130.21,124.8,125.02,44838600,125.02
2008-03-03,124.44,125.98,118,121.73,56894400,121.73
2008-03-04,121.99,124.88,120.4,124.62,63763700,124.62
2008-03-05,123.58,125.14,122.25,124.49,43637000,124.49
2008-03-06,124.61,127.5,120.81,120.93,52632100,120.93
2008-03-07,120.41,122.98,119.05,122.25,43945100,122.25
2008-03-10,121.98,123.46,119.37,119.69,35699600,119.69
2008-03-11,124.1,127.48,122,127.35,41569400,127.35
2008-03-12,127.04,128.68,125.17,126.03,37843900,126.03
2008-03-13,124.1,129.5,123,127.94,45075100,127.94
2008-03-14,129.88,130.3,124.2,126.61,41308600,126.61
2008-03-17,122.55,128.59,122.55,126.73,38307100,126.73
2008-03-18,129.18,133,128.67,132.82,43040000,132.82
2008-03-19,133.12,134.29,129.67,129.67,36090600,129.67
2008-03-20,131.12,133.29,129.18,133.27,32456700,133.27
2008-03-24,134.01,140.85,133.64,139.53,38104300,139.53
2008-03-25,139.96,143.1,137.33,140.98,37585400,140.98
2008-03-26,140.87,145.74,140.64,145.06,42217300,145.06
2008-03-27,144.95,145.31,139.99,140.25,35708200,140.25
2008-03-28,141.8,144.65,141.6,143.01,25521800,143.01
2008-03-31,143.27,145.71,142.52,143.5,27430900,143.5
2008-04-01,146.3,149.66,143.61,149.53,36877400,149.53
2008-04-02,148.78,151.2,145.85,147.49,37320300,147.49
2008-04-03,147.06,153.63,147,151.61,37556000,151.61
2008-04-04,152.19,154.71,150.75,153.08,30514900,153.08
2008-04-07,156.13,159.69,155.11,155.89,41368800,155.89
2008-04-08,153.55,156.45,152.32,152.84,36224800,152.84
2008-04-09,153.31,153.89,150.46,151.44,31192800,151.44
2008-04-10,151.13,155.42,150.6,154.55,34134400,154.55
2008-04-11,152.72,153.3,146.4,147.14,43217000,147.14
2008-04-14,146.77,149.25,144.54,147.78,30181700,147.78
2008-04-15,149.4,149.72,145.72,148.38,24929900,148.38
2008-04-16,151.72,154.1,150.62,153.7,28420500,153.7
2008-04-17,154.17,156,153.35,154.49,25152400,154.49
2008-04-18,159.12,162.26,158.38,161.04,36670200,161.04
2008-04-21,162.21,168.5,161.76,168.16,37112600,168.16
2008-04-22,167.4,168,158.09,160.2,51413300,160.2
2008-04-23,164.05,164.84,161.08,162.89,53721100,162.89
2008-04-24,165.34,169.98,159.19,168.94,60573800,168.94
2008-04-25,170.7,171.1,166.42,169.73,35445500,169.73
2008-04-28,169.75,173.75,169.13,172.24,28114800,172.24
2008-04-29,171.11,175.66,170.25,175.05,32981300,175.05
2008-04-30,176.19,180,172.92,173.95,40697300,173.95
2008-05-01,174.96,180,174.86,180,32270600,180
2008-05-02,180.19,181.92,178.55,180.94,35931500,180.94
2008-05-05,181.92,185.31,181.05,184.73,30519900,184.73
2008-05-06,184.66,187.12,182.18,186.66,32816800,186.66
2008-05-07,186.05,188.2,180.54,182.59,41326200,182.59
2008-05-08,183.77,186.5,183.07,185.06,32110200,185.06
2008-05-09,183.16,184.25,181.37,183.45,24038300,183.45
2008-05-12,185.21,188.87,182.85,188.16,29234400,188.16
2008-05-13,188.61,191.45,187.86,189.96,29401300,189.96
2008-05-14,191.23,192.24,185.57,186.26,32743700,186.26
2008-05-15,186.81,189.9,184.2,189.73,31186000,189.73
2008-05-16,190.11,190.3,187,187.62,27348900,187.62
2008-05-19,187.86,188.69,181.3,183.6,33779300,183.6
2008-05-20,181.82,186.16,180.12,185.9,34637500,185.9
2008-05-21,185.67,187.95,176.25,178.19,41344900,178.19
2008-05-22,179.26,181.33,172,177.05,43097700,177.05
2008-05-23,180.77,181.99,177.8,181.17,32389900,181.17
2008-05-27,182.75,186.43,181.84,186.43,28210900,186.43
2008-05-28,187.41,187.95,183.72,187.01,26570700,187.01
2008-05-29,186.76,188.2,185.5,186.69,23113800,186.69
2008-05-30,187.45,189.54,187.38,188.75,21792300,188.75
2008-06-02,188.6,189.65,184.53,186.1,24280000,186.1
2008-06-03,186.86,188.2,182.34,185.37,26804300,185.37
2008-06-04,184.02,187.09,183.23,185.19,25963700,185.19
2008-06-05,186.34,189.84,185.7,189.43,26980200,189.43
2008-06-06,188,189.95,185.55,185.64,34438700,185.64
2008-06-09,184.79,184.94,175.75,181.61,67442600,181.61
